exp_type,cam_num,ratnum,date,csv_name,file_path,peak_frame,start_frame,num_frame,around_peak_frame,marker,plexi_x,plexi_y,plexipixwidth,pixpermm,goodbad,fixind,handedness,total_sec,peak_frame_sec,fps
postDTA,cam2,Rat7,2023-11-10_12_10_17,presurg_111023_cam2_rat7_2023-11-10_12_10_17_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/postDTA/cam2/Rat7/2023-11-10_12_10_17/presurg_111023_cam2_rat7_2023-11-10_12_10_17_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,689,0,1000,200,wrist,94.01,182.91,176.102,5.5031875,good,0,right,40,27.56,250
postDTA,cam2,Rat7,2023-11-10_12_17_38,presurg_111023_cam2_rat7_2023-11-10_12_17_38_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/postDTA/cam2/Rat7/2023-11-10_12_17_38/presurg_111023_cam2_rat7_2023-11-10_12_17_38_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,488,0,1000,200,wrist,94.01,182.91,176.102,5.5031875,good,0,right,40,19.52,250
postDTA,cam2,Rat7,2023-11-10_12_15_01,presurg_111023_cam2_rat7_2023-11-10_12_15_01_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/postDTA/cam2/Rat7/2023-11-10_12_15_01/presurg_111023_cam2_rat7_2023-11-10_12_15_01_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,756,0,1000,200,wrist,94.01,182.91,176.102,5.5031875,good,0,right,40,30.24,250
postDTA,cam2,Rat7,2023-11-10_12_12_51,presurg_111023_cam2_rat7_2023-11-10_12_12_51_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/postDTA/cam2/Rat7/2023-11-10_12_12_51/presurg_111023_cam2_rat7_2023-11-10_12_12_51_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,562,0,1000,200,wrist,94.01,182.91,176.102,5.5031875,good,0,right,40,22.48,250
postDTA,cam2,Rat9,2023-11-10_12_00_29,presurg_111023_cam2_rat9_2023-11-10_11_12_00_29_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/postDTA/cam2/Rat9/2023-11-10_12_00_29/presurg_111023_cam2_rat9_2023-11-10_11_12_00_29_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,775,0,1000,200,wrist,1188,386,196.255,6.13296875,good,0,left,40,31,250
postDTA,cam2,Rat9,2023-11-10_11_58_34,presurg_111023_cam2_rat9_2023-11-10_11_58_34_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/postDTA/cam2/Rat9/2023-11-10_11_58_34/presurg_111023_cam2_rat9_2023-11-10_11_58_34_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,741,0,1000,200,wrist,1188,386,196.255,6.13296875,good,0,left,40,29.64,250
postDTA,cam2,Rat9,2023-11-10_11_59_33,presurg_111023_cam2_rat9_2023-11-10_11_59_33_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/postDTA/cam2/Rat9/2023-11-10_11_59_33/presurg_111023_cam2_rat9_2023-11-10_11_59_33_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,758,0,1000,200,wrist,1188,386,196.255,6.13296875,good,0,left,40,30.32,250
postDTA,cam2,Rat10,2023-11-10_11_34_44,presurg_111023_cam2_rat10_2023-11-10_11_34_44_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/postDTA/cam2/Rat10/2023-11-10_11_34_44/presurg_111023_cam2_rat10_2023-11-10_11_34_44_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,598,0,1000,200,wrist,1188,386,196.255,6.13296875,good,0,left,40,23.92,250
postDTA,cam2,Rat10,2023-11-10_11_44_16,presurg_111023_cam2_rat10_2023-11-10_11_44_16_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/postDTA/cam2/Rat10/2023-11-10_11_44_16/presurg_111023_cam2_rat10_2023-11-10_11_44_16_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,706.25,0,1000,200,wrist,1188,386,196.255,6.13296875,good,0,left,40,28.25,250
postDTA,cam2,Rat10,2023-11-10_11_54_44,presurg_111023_cam2_rat10_2023-11-10_11_54_44_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/postDTA/cam2/Rat10/2023-11-10_11_54_44/presurg_111023_cam2_rat10_2023-11-10_11_54_44_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,658,0,1000,200,wrist,1188,386,196.255,6.13296875,good,0,left,40,26.32,250
postDTA,cam2,Rat10,2023-11-10_11_36_46,presurg_111023_cam2_rat10_2023-11-10_11_36_46_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/postDTA/cam2/Rat10/2023-11-10_11_36_46/presurg_111023_cam2_rat10_2023-11-10_11_36_46_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,729,0,1000,200,wrist,1188,386,196.255,6.13296875,good,0,left,40,29.16,250
postDTA,cam2,Rat10,2023-11-10_11_52_41,presurg_111023_cam2_rat10_2023-11-10_11_52_41_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/postDTA/cam2/Rat10/2023-11-10_11_52_41/presurg_111023_cam2_rat10_2023-11-10_11_52_41_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,422,0,1000,200,wrist,1188,386,196.255,6.13296875,good,0,left,40,16.88,250
postDTA,cam2,Rat10,2023-11-10_11_35_41,presurg_111023_cam2_rat10_2023-11-10_11_35_41_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/postDTA/cam2/Rat10/2023-11-10_11_35_41/presurg_111023_cam2_rat10_2023-11-10_11_35_41_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,726,0,1000,200,wrist,1188,386,196.255,6.13296875,bad,0,left,40,29.04,250
postDTA,cam2,Rat10,2023-11-10_11_38_57,presurg_111023_cam2_rat10_2023-11-10_11_38_57_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/postDTA/cam2/Rat10/2023-11-10_11_38_57/presurg_111023_cam2_rat10_2023-11-10_11_38_57_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,649,0,1000,200,wrist,1188,386,196.255,6.13296875,good,0,left,40,25.96,250
preinj,cam2,rat5,2023-09-29_12_56_17,presurg_092923_cam2_rat5_2023-09-29_12_56_17_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/preinj/cam2/rat5/2023-09-29_12_56_17/presurg_092923_cam2_rat5_2023-09-29_12_56_17_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,856,0,1000,200,wrist,727.5,263.5,198.252,6.195375,good,0,right,40,34.24,250
preinj,cam2,rat5,2023-09-29_12_52_44,presurg_092923_cam2_rat5_2023-09-29_12_52_44_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/preinj/cam2/rat5/2023-09-29_12_52_44/presurg_092923_cam2_rat5_2023-09-29_12_52_44_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,352,0,1000,200,wrist,727.5,263.5,198.252,6.195375,good,0,right,40,14.08,250
preinj,cam2,rat5,2023-09-29_12_57_39,presurg_092923_cam2_rat5_2023-09-29_12_57_39_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/preinj/cam2/rat5/2023-09-29_12_57_39/presurg_092923_cam2_rat5_2023-09-29_12_57_39_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,782,0,1000,200,wrist,727.5,263.5,198.252,6.195375,good,0,right,40,31.28,250
preinj,cam2,rat4,2023-09-29_12_59_17,presurg_092923_cam2_rat4_2023-09-29_12_59_17_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/preinj/cam2/rat4/2023-09-29_12_59_17/presurg_092923_cam2_rat4_2023-09-29_12_59_17_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,842,0,1000,200,wrist,727.5,263.5,198.252,6.195375,good,0,right,40,33.68,250
preinj,cam2,rat4,2023-09-29_13_01_15,presurg_092923_cam2_rat4_2023-09-29_13_01_15_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/preinj/cam2/rat4/2023-09-29_13_01_15/presurg_092923_cam2_rat4_2023-09-29_13_01_15_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,441,0,1000,200,wrist,727.5,263.5,198.252,6.195375,good,0,right,40,17.64,250
preinj,cam2,rat4,2023-09-29_13_00_12,presurg_092923_cam2_rat4_2023-09-29_13_00_12_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/preinj/cam2/rat4/2023-09-29_13_00_12/presurg_092923_cam2_rat4_2023-09-29_13_00_12_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,852,0,1000,200,wrist,727.5,263.5,198.252,6.195375,good,0,right,40,34.08,250
preinj,cam2,rat4,2023-09-29_13_03_12,presurg_092923_cam2_rat4_2023-09-29_13_03_12_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/preinj/cam2/rat4/2023-09-29_13_03_12/presurg_092923_cam2_rat4_2023-09-29_13_03_12_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,721,0,1000,200,wrist,727.5,263.5,198.252,6.195375,good,0,right,40,28.84,250
preinj,cam2,rat12,2023-09-29_12_23_34,presurg_092923_cam2_rat12_2023-09-29_12_23_34_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/preinj/cam2/rat12/2023-09-29_12_23_34/presurg_092923_cam2_rat12_2023-09-29_12_23_34_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,856,0,1000,200,wrist,727.5,263.5,198.252,6.195375,good,0,right,40,34.24,250
preinj,cam2,rat12,2023-09-29_12_20_12,presurg_092923_cam2_rat12_2023-09-29_12_20_12_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/preinj/cam2/rat12/2023-09-29_12_20_12/presurg_092923_cam2_rat12_2023-09-29_12_20_12_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,502,0,1000,200,wrist,727.5,263.5,198.252,6.195375,good,0,right,40,20.08,250
preinj,cam2,rat12,2023-09-29_12_27_19,presurg_092923_cam2_rat12_2023-09-29_12_27_19_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/preinj/cam2/rat12/2023-09-29_12_27_19/presurg_092923_cam2_rat12_2023-09-29_12_27_19_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,679,0,1000,200,wrist,727.5,263.5,198.252,6.195375,good,0,right,40,27.16,250
preinj,cam2,rat12,2023-09-29_12_22_09,presurg_092923_cam2_rat12_2023-09-29_12_22_09_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/preinj/cam2/rat12/2023-09-29_12_22_09/presurg_092923_cam2_rat12_2023-09-29_12_22_09_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,717,0,1000,200,wrist,727.5,263.5,198.252,6.195375,good,0,right,40,28.68,250
preinj,cam2,rat12,2023-09-29_12_28_13,presurg_092923_cam2_rat12_2023-09-29_12_28_13_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/preinj/cam2/rat12/2023-09-29_12_28_13/presurg_092923_cam2_rat12_2023-09-29_12_28_13_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,819,0,1000,200,wrist,727.5,263.5,198.252,6.195375,good,0,right,40,32.76,250
preinj,cam2,rat12,2023-09-29_12_24_57,presurg_092923_cam2_rat12_2023-09-29_12_24_57_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/preinj/cam2/rat12/2023-09-29_12_24_57/presurg_092923_cam2_rat12_2023-09-29_12_24_57_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,767,0,1000,200,wrist,727.5,263.5,198.252,6.195375,good,0,right,40,30.68,250
preinj,cam2,rat7,2023-09-29_12_39_45,presurg_092923_cam2_rat7_2023-09-29_12_39_45_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/preinj/cam2/rat7/2023-09-29_12_39_45/presurg_092923_cam2_rat7_2023-09-29_12_39_45_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,689,0,1000,200,wrist,727.5,263.5,198.252,6.195375,good,0,right,40,27.56,250
preinj,cam2,rat7,2023-09-29_12_35_09,presurg_092923_cam2_rat7_2023-09-29_12_35_09_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/preinj/cam2/rat7/2023-09-29_12_35_09/presurg_092923_cam2_rat7_2023-09-29_12_35_09_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,846,0,1000,200,wrist,727.5,263.5,198.252,6.195375,good,0,right,40,33.84,250
preinj,cam2,rat7,2023-09-29_12_36_16,presurg_092923_cam2_rat7_2023-09-29_12_36_16_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/preinj/cam2/rat7/2023-09-29_12_36_16/presurg_092923_cam2_rat7_2023-09-29_12_36_16_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,855,0,1000,200,wrist,727.5,263.5,198.252,6.195375,good,0,right,40,34.2,250
preinj,cam2,rat7,2023-09-29_12_38_01,presurg_092923_cam2_rat7_2023-09-29_12_38_01_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/preinj/cam2/rat7/2023-09-29_12_38_01/presurg_092923_cam2_rat7_2023-09-29_12_38_01_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,762,0,1000,200,wrist,727.5,263.5,198.252,6.195375,good,0,right,40,30.48,250
preinj,cam2,rat7,2023-09-29_12_41_58,presurg_092923_cam2_rat7_2023-09-29_12_41_58_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/preinj/cam2/rat7/2023-09-29_12_41_58/presurg_092923_cam2_rat7_2023-09-29_12_41_58_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,441,0,1000,200,wrist,727.5,263.5,198.252,6.195375,good,0,right,40,17.64,250
preinj,cam2,rat9,2023-09-29_13_25_30,presurg_092923_cam2_rat9_2023-09-29_13_25_30_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/preinj/cam2/rat9/2023-09-29_13_25_30/presurg_092923_cam2_rat9_2023-09-29_13_25_30_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,360,0,1000,200,wrist,1250,350,182,5.6875,good,0,left,40,14.4,250
preinj,cam2,rat9,2023-09-29_13_26_35,presurg_092923_cam2_rat9_2023-09-29_13_26_35_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/preinj/cam2/rat9/2023-09-29_13_26_35/presurg_092923_cam2_rat9_2023-09-29_13_26_35_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,847,0,1000,200,wrist,1250,350,182,5.6875,good,0,left,40,33.88,250
preinj,cam2,rat9,2023-09-29_13_31_23,presurg_092923_cam2_rat9_2023-09-29_13_31_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/preinj/cam2/rat9/2023-09-29_13_31_23/presurg_092923_cam2_rat9_2023-09-29_13_31_23_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,864,0,1000,200,wrist,1250,350,182,5.6875,good,0,left,40,34.56,250
preinj,cam2,rat9,2023-09-29_13_28_53,presurg_092923_cam2_rat9_2023-09-29_13_28_53_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/preinj/cam2/rat9/2023-09-29_13_28_53/presurg_092923_cam2_rat9_2023-09-29_13_28_53_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,721,0,1000,200,wrist,1250,350,182,5.6875,good,0,left,40,28.84,250
preinj,cam2,rat9,2023-09-29_13_35_11,presurg_092923_cam2_rat9_2023-09-29_13_35_11_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/preinj/cam2/rat9/2023-09-29_13_35_11/presurg_092923_cam2_rat9_2023-09-29_13_35_11_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,836,0,1000,200,wrist,1250,350,182,5.6875,good,0,left,40,33.44,250
preinj,cam2,rat10,2023-09-29_13_38_33,presurg_092923_cam2_rat10_2023-09-29_13_38_33_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/preinj/cam2/rat10/2023-09-29_13_38_33/presurg_092923_cam2_rat10_2023-09-29_13_38_33_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,730,0,1000,200,wrist,1250,350,182,5.6875,good,0,left,40,29.2,250
preinj,cam2,rat10,2023-09-29_13_42_16,presurg_092923_cam2_rat10_2023-09-29_13_42_16_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/preinj/cam2/rat10/2023-09-29_13_42_16/presurg_092923_cam2_rat10_2023-09-29_13_42_16_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,826,0,1000,200,wrist,1250,350,182,5.6875,good,0,left,40,33.04,250
preinj,cam2,rat10,2023-09-29_13_41_07,presurg_092923_cam2_rat10_2023-09-29_13_41_07_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/preinj/cam2/rat10/2023-09-29_13_41_07/presurg_092923_cam2_rat10_2023-09-29_13_41_07_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,791,0,1000,200,wrist,1250,350,182,5.6875,good,0,left,40,31.64,250
preinj,cam2,rat10,2023-09-29_13_40_01,presurg_092923_cam2_rat10_2023-09-29_13_40_01_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/preinj/cam2/rat10/2023-09-29_13_40_01/presurg_092923_cam2_rat10_2023-09-29_13_40_01_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,741,0,1000,200,wrist,1250,350,182,5.6875,good,0,left,40,29.64,250
preinj,cam2,rat10,2023-09-29_13_44_49,presurg_092923_cam2_rat10_2023-09-29_13_44_49_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,/Users/gavinkoma/Documents/lab_projects/thomas_reaching/presurg/preinj/cam2/rat10/2023-09-29_13_44_49/presurg_092923_cam2_rat10_2023-09-29_13_44_49_fr_wbgam_h264_nearlossless_safeDLC_resnet50_thomas_networkOct2shuffle1_200000.csv,697,0,1000,200,wrist,1250,350,182,5.6875,good,0,left,40,27.88,250